document_id,document_number,sentence
6cd2bc2d5ba2114869a1418170778432879dfa5c9f66f22f747555101b002631,37/2018/TT-BGTVT,"sửa chữa đột xuất công trình đường bộ được thực hiện khi bộ phận công trình hoặc công trình bị hư hỏng do chịu tác động đột xuất như gió, bão, lũ lụt, động đất, va đập, cháy và những tác động đột xuất khác"
b3a98a2d22089093a654be1af49412aa37d7818299425b9dafed2e74acbd2eda,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm bảo đảm giao thông an toàn và thông suốt
7a96df5730ffcd31ef35775dc3c147cde57a574b6bf1177e9aa18168c585a932,37/2018/TT-BGTVT,"việc thực hiện quản lý, khai thác và bảo trì công trình đường bộ bảo đảm giao thông an toàn"
7a96df5730ffcd31ef35775dc3c147cde57a574b6bf1177e9aa18168c585a932,37/2018/TT-BGTVT,"việc thực hiện quản lý, khai thác và bảo trì công trình đường bộ bảo đảm giao thông thông suốt"
769caab081ae80c09e9ced18bc98ccfddf7407e3f58865bb11e412520d7b40da,37/2018/TT-BGTVT,"doanh nghiệp bảo đảm giao thông an toàn, thông suốt và đúng quy định của pháp luật"
11e98864d90f5fbfc4eaf14b56e0a8ead15805ca394fc347863e81254ac7c407,37/2018/TT-BGTVT,nhà thầu thiết kế kỹ thuật áp dụng đối với công trình thiết kế 3 bước
dde3ac0eecfce1dd024d484ec23f23f3801dff7279a8b40a952a424287a69097,37/2018/TT-BGTVT,căn cứ lập quy trình bảo trì công trình đường bộ bao gồm lắp đặt thiết bị vào công trình
7c9c85f81e7b08e480f87c92a5f831d1cabce8249990e5214e726fc022839c24,37/2018/TT-BGTVT,"các chỉ dẫn, hướng dẫn nhằm bảo đảm an toàn công trình"
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm sổ tay
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm tài liệu hướng dẫn
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm đào tạo vận hành thiết bị
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm đào tạo vận hành công trình
d61c4aa11c23e75b8e8730cba111269ac63bd83827bb7784831c8ff9ded02262,37/2018/TT-BGTVT,quy trình khai thác được lập căn cứ vào các nội dung cần thiết khác
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,thiết kế bản vẽ thi công đã được chủ đầu tư xác nhận có danh mục kèm theo
e71fa9434e05e9855c0d11415f83b68e7a0812018382f91b88b54abd83970d08,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm hồ sơ tài liệu về tổ chức giao thông nếu có
e71fa9434e05e9855c0d11415f83b68e7a0812018382f91b88b54abd83970d08,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm hồ sơ tài liệu về tổ chức giao thông nếu có
e71fa9434e05e9855c0d11415f83b68e7a0812018382f91b88b54abd83970d08,37/2018/TT-BGTVT,các tài liệu phục vụ bảo trì công trình đường bộ bao gồm hồ sơ tài liệu về tổ chức giao thông nếu có
947e5bd0def72cd468fa863c9b477f3f4cc3ba4d1374c582f61a860748c9ec73,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm hồ sơ trạng thái ban đầu của các công trình hầm nếu có
947e5bd0def72cd468fa863c9b477f3f4cc3ba4d1374c582f61a860748c9ec73,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác các công trình đường bộ bao gồm hồ sơ trạng thái ban đầu của các công trình hầm nếu có
947e5bd0def72cd468fa863c9b477f3f4cc3ba4d1374c582f61a860748c9ec73,37/2018/TT-BGTVT,các tài liệu phục vụ bảo trì công trình đường bộ bao gồm hồ sơ trạng thái ban đầu của các công trình hầm nếu có
19da818e93e03ca31ba78edebe14820ec1faef491f5f0ca5c1be18af94b00ef2,37/2018/TT-BGTVT,bên giao phải kiểm tra xác định tình trạng hồ sơ bàn giao khi bàn giao hồ sơ
19da818e93e03ca31ba78edebe14820ec1faef491f5f0ca5c1be18af94b00ef2,37/2018/TT-BGTVT,bên nhận phải kiểm tra xác định tình trạng hồ sơ bàn giao khi bàn giao hồ sơ
19da818e93e03ca31ba78edebe14820ec1faef491f5f0ca5c1be18af94b00ef2,37/2018/TT-BGTVT,bên giao phải lập danh mục hồ sơ bàn giao khi bàn giao hồ sơ
19da818e93e03ca31ba78edebe14820ec1faef491f5f0ca5c1be18af94b00ef2,37/2018/TT-BGTVT,bên nhận phải lập danh mục hồ sơ bàn giao khi bàn giao hồ sơ
a308120373d19e486519a71436b7e0e1c0744af2a60938cd8ed783aa8e2df4c0,37/2018/TT-BGTVT,lịch sử bảo trì bao gồm sửa chữa định kỳ
a308120373d19e486519a71436b7e0e1c0744af2a60938cd8ed783aa8e2df4c0,37/2018/TT-BGTVT,lịch sử bảo trì bao gồm sửa chữa đột xuất
117e54d74a4eb4f545765353ee7b5e7806bfefe78fe2976d7133c5e418a4bc7b,37/2018/TT-BGTVT,trách nhiệm này được thực hiện theo quy định của bộ trưởng bộ giao thông vận tải
8852e4c44ee4e28e2e07855360c2df40be8423b48d711e9ec299cbd6e2602073,37/2018/TT-BGTVT,tổ chức giao thông đối với công trình đường bộ vừa thi công vừa khai thác phải được thực hiện
48b789b6cf3dd676fb47440d26a57ced84178aa59fcf07c8041e786158c792c5,37/2018/TT-BGTVT,tổ chức giao thông nhà thầu quản lý công trình đường bộ có trách nhiệm thực hiện các công việc tổ chức giao thông theo quy định của quy trình bảo trì
48b789b6cf3dd676fb47440d26a57ced84178aa59fcf07c8041e786158c792c5,37/2018/TT-BGTVT,tổ chức giao thông nhà thầu bảo dưỡng công trình đường bộ có trách nhiệm thực hiện các công việc tổ chức giao thông theo quy định của quy trình vận hành khai thác
48b789b6cf3dd676fb47440d26a57ced84178aa59fcf07c8041e786158c792c5,37/2018/TT-BGTVT,tổ chức giao thông nhà thầu khai thác công trình đường bộ có trách nhiệm thực hiện các công việc tổ chức giao thông theo tiêu chuẩn và quy chuẩn kỹ thuật có liên quan
48b789b6cf3dd676fb47440d26a57ced84178aa59fcf07c8041e786158c792c5,37/2018/TT-BGTVT,"tổ chức giao thông nhà thầu quản lý, bảo dưỡng và khai thác công trình đường bộ có trách nhiệm thực hiện các công việc tổ chức giao thông theo hợp đồng đã ký"
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi xảy ra sự cố
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi xảy ra sạt lở
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi xảy ra hư hỏng công trình
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi có các dấu hiệu bất thường khác dẫn đến không bảo đảm an toàn giao thông
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi có các dấu hiệu bất thường khác dẫn đến không bảo đảm an toàn khai thác
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi có các dấu hiệu bất thường khác dẫn đến không bảo đảm an toàn sử dụng
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi xảy ra ùn tắc giao thông
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi thi công xây dựng trên đường bộ đang khai thác
892208a8fc0ed40ee9b1a81dea84b65436c14931b2c9f905b5114ae2ff61a5f9,37/2018/TT-BGTVT,trực đảm bảo giao thông phải được thực hiện khi sửa chữa trên đường bộ đang khai thác
f60f231ac443d88ce334aedc656f23d731d53e8d2fc41d70b846b90a3adf2ad3,37/2018/TT-BGTVT,nhà thầu khai thác công trình đường bộ chịu trách nhiệm thực hiện việc đếm xe
50ed5e26227da17ff15cb1748a7001f93a39e3cd878fd51a3d6306faca3b2916,37/2018/TT-BGTVT,"khi có tai nạn giao thông xảy ra, chủ sở hữu công trình phải thực hiện các công việc sau"
50ed5e26227da17ff15cb1748a7001f93a39e3cd878fd51a3d6306faca3b2916,37/2018/TT-BGTVT,các công việc đó là giúp đỡ kịp thời người bị nạn
50ed5e26227da17ff15cb1748a7001f93a39e3cd878fd51a3d6306faca3b2916,37/2018/TT-BGTVT,"các công việc đó là báo tin cho cơ quan công an, y tế hoặc ủy ban nhân dân nơi gần nhất"
4d9d72f25bd75e26eefc86dcbad5324d8e9507ea030190fca20f5e5ffe75bdc4,37/2018/TT-BGTVT,"khi có tai nạn giao thông xảy ra, chủ sở hữu công trình phải thực hiện các công việc theo quy định"
a0c6a08bd82734d1743007db764825333f4684238fcb31bf34e622cc5db5c101,37/2018/TT-BGTVT,việc báo cáo về sự cố công trình được thực hiện theo quy định
a0c6a08bd82734d1743007db764825333f4684238fcb31bf34e622cc5db5c101,37/2018/TT-BGTVT,"các quy định này được quy định tại các điều 46, 47, 48, 49 và 50 nghị định số 46/2015/nđ-cp"
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,bảo dưỡng thường xuyên công trình đường bộ bao gồm các công việc theo tiêu chuẩn kỹ thuật về bảo dưỡng thường xuyên công trình đường bộ và quy trình bảo trì
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,sửa chữa định kỳ công trình đường bộ bao gồm gia cố lề đường để bảo đảm giao thông
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,"sửa chữa đột xuất bao gồm xử lý điểm đen, điểm tiềm ẩn tai nạn giao thông"
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,"sửa chữa đột xuất bao gồm các giải pháp kỹ thuật sử dụng cầu vượt, hầm chui, đảm bảo chiều rộng mặt cầu bằng mặt đường"
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,sửa chữa đột xuất bao gồm các nguyên nhân bất thường khác
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,sửa chữa đột xuất bao gồm giải phóng mặt bằng nếu có để đảm bảo an toàn giao thông
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,các công việc trong kế hoạch bảo trì bao gồm các nội dung công việc khác
d93a1a852265ca15c2991b3635b82d039636d95bb1285ab38c10f6a5d746ae78,37/2018/TT-BGTVT,các nội dung công việc khác bao gồm trang phục tuần kiểm
4315b78d75fa0c5636e46f689efe15f79065148e6afc71e45cdd2e66005e6f33,37/2018/TT-BGTVT,"các chỉ tiêu kỹ thuật bao gồm mức độ rạn nứt, chỉ số độ gồ ghề và chỉ số nhám"
4315b78d75fa0c5636e46f689efe15f79065148e6afc71e45cdd2e66005e6f33,37/2018/TT-BGTVT,tuyến đường ưu tiên bảo đảm quốc phòng an ninh của cả nước và các vùng kinh tế trọng điểm
d6721b1d0cd6ed52af87afc23dbf468205518ebdc7acdb8cd79db206bd992e23,37/2018/TT-BGTVT,việc thực hiện kế hoạch bảo trì đối với hệ thống đường trung ương như sau
dce5af4ec8b9a1de1f22cad4a5931ded90e94037b695f5cf0ce50be21cac7dd8,37/2018/TT-BGTVT,doanh nghiệp dự án bảo đảm giao thông an toàn và thông suốt
dce5af4ec8b9a1de1f22cad4a5931ded90e94037b695f5cf0ce50be21cac7dd8,37/2018/TT-BGTVT,doanh nghiệp dự án bảo đảm chất lượng công trình
d9e0dbed02f57d0f07c063c5af7fe4d4e11c4c64446063874704c30f8998bc40,37/2018/TT-BGTVT,kiểm tra chất lượng công trình kiểm tra công trình đường bộ thực hiện theo kế hoạch bảo trì và quy định tại khoản 1 điều 4 thông tư này
06cd56c56702f360fe872bfb5e4af441faeedecc20f8abf9ffb5dbc764934f27,37/2018/TT-BGTVT,kiểm tra chất lượng công trình quan trắc công trình đường bộ thực hiện theo kế hoạch bảo trì và quy định tại khoản 2 điều 4 thông tư này
06cd56c56702f360fe872bfb5e4af441faeedecc20f8abf9ffb5dbc764934f27,37/2018/TT-BGTVT,tổ chức thực hiện quan trắc công trình phải lập báo cáo kết quả quan trắc
7f538886782b759bfaa71c15c4f474cb5a95c607f4560a2b5dd136b77210bf79,37/2018/TT-BGTVT,kiểm tra chất lượng công trình thực hiện theo kế hoạch bảo trì và quy định tại khoản 3 điều 4 thông tư này
7f538886782b759bfaa71c15c4f474cb5a95c607f4560a2b5dd136b77210bf79,37/2018/TT-BGTVT,quan trắc chất lượng công trình thực hiện theo kế hoạch bảo trì và quy định tại khoản 3 điều 4 thông tư này
7f538886782b759bfaa71c15c4f474cb5a95c607f4560a2b5dd136b77210bf79,37/2018/TT-BGTVT,kiểm định chất lượng công trình thực hiện theo kế hoạch bảo trì và quy định tại khoản 3 điều 4 thông tư này
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,sửa chữa định kỳ công trình đường bộ được thực hiện theo quy định tại điểm a khoản 5 điều 4 thông tư này
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,sửa chữa đột xuất công trình có quy định tương tự quy định về sửa chữa định kỳ công trình
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm tên bộ phận công trình cần sửa chữa hoặc thiết bị cần sửa chữa
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm tên bộ phận công trình cần thay thế hoặc thiết bị cần thay thế
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm lý do sửa chữa hoặc thay thế
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm mục tiêu sửa chữa hoặc thay thế
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm khối lượng công việc
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm dự toán chi phí
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm thời gian thực hiện
05c613ac401cc6b1af01ad258f46f057feb6bfb92445e1c4bd340edfbf1c3f41,37/2018/TT-BGTVT,kế hoạch sửa chữa bao gồm thời gian hoàn thành
f2d35a0eaaa3ec6a6580a5725263489c186cc5e83e3d4ad524cda4b4d58a0699,37/2018/TT-BGTVT,sửa chữa định kỳ và sửa chữa đột xuất công trình đường bộ được thực hiện theo quy định tại điểm b khoản 5 điều 4 thông tư này
f2d35a0eaaa3ec6a6580a5725263489c186cc5e83e3d4ad524cda4b4d58a0699,37/2018/TT-BGTVT,sửa chữa khẩn cấp được thực hiện khi công trình không có trong kế hoạch bảo trì được phê duyệt
f2d35a0eaaa3ec6a6580a5725263489c186cc5e83e3d4ad524cda4b4d58a0699,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm về việc sử dụng kinh phí sửa chữa đột xuất
73f32c1d97ff0717b4db49df4547df122e18f09864833d1d3facceaa91b5e266,37/2018/TT-BGTVT,sửa chữa định kỳ và sửa chữa đột xuất công trình đúng với công trình đường bộ đầu tư xây dựng và quản lý khai thác theo hình thức đối tác công tư
450ba927a7659f6e417ce0310241cad5f14fd15e185a1584ca677047e01d0269,37/2018/TT-BGTVT,thời hạn sửa chữa định kỳ là khoảng thời gian thực hiện sửa chữa theo quy định
450ba927a7659f6e417ce0310241cad5f14fd15e185a1584ca677047e01d0269,37/2018/TT-BGTVT,thời hạn dự kiến sử dụng cũng có thể được xác định theo số trục xe tiêu chuẩn tích lũy trong thiết kế so với số trục xe tiêu chuẩn tích lũy trong thời gian khai thác
165b033c4bc4af712b9940f0c365b5ca630c546759476ee028e87b2d292c03de,37/2018/TT-BGTVT,"thời hạn sửa chữa định kỳ là khoảng thời gian thực hiện các công việc bảo dưỡng, sửa chữa công trình"
cfbc2b1ca7daa5dcd5afa4398a588e469e2387417ebeba688eb6399d14ce36f2,37/2018/TT-BGTVT,thời hạn sửa chữa định kỳ công trình hết tuổi thọ theo thiết kế
cfbc2b1ca7daa5dcd5afa4398a588e469e2387417ebeba688eb6399d14ce36f2,37/2018/TT-BGTVT,nếu tiếp tục sử dụng công trình thì phải thực hiện các nội dung quy định tại điều 23 thông tư này
b99cc637f5ae326d11920c72c48d65bfb5b8470d7702820e388912c3e50a6464,37/2018/TT-BGTVT,đánh giá sự an toàn chịu lực trong quá trình khai thác sử dụng công trình đường bộ là nhiệm vụ bắt buộc
b99cc637f5ae326d11920c72c48d65bfb5b8470d7702820e388912c3e50a6464,37/2018/TT-BGTVT,đánh giá sự an toàn vận hành trong quá trình khai thác sử dụng công trình đường bộ là nhiệm vụ bắt buộc
427e77b42ac945bb3fb5361227cdb091ed1ad048606487a67cb63f7426246fe1,37/2018/TT-BGTVT,quản lý chất lượng trong công tác bảo trì công trình thực hiện theo các quy định sau
ae85276f9c2fc66f01149b4b6ad83a6ca5a44e128ccc83b2dd7b60aa926883f3,37/2018/TT-BGTVT,quản lý chất lượng trong công tác bảo trì công trình được thực hiện theo các quy định sau
ae85276f9c2fc66f01149b4b6ad83a6ca5a44e128ccc83b2dd7b60aa926883f3,37/2018/TT-BGTVT,"việc quản lý chất lượng công tác sửa chữa định kỳ và đột xuất bao gồm các công việc khảo sát, thiết kế, thẩm tra, thẩm định, phê duyệt, thi công, giám sát nghiệm thu"
2a2bbdfc49c6dbadeb03c67712d7f87268913f292d6c344fad9fc74767d01d4f,37/2018/TT-BGTVT,quản lý chất lượng công tác bảo trì đối với công trình đầu tư xây dựng và quản lý khai thác theo hình thức đối tác công tư thực hiện theo khoản 1 điều này và các quy định sau
dc4aa46a91b1f053d51243c9fa7b72ec26b5a9fea5384a03310dfed220d01547,37/2018/TT-BGTVT,quản lý chất lượng công tác bảo trì đối với công trình đầu tư xây dựng thực hiện theo khoản 1 điều này và các quy định sau
